Programme Name,University Name,Location,Programme Code,Cut-off 2017,Cut-off 2018,Cut-off 2019,Cut-off 2020,Cut-off 2021,Cut-off 2022,Cut-off 2023
BACHELOR OF ARTS (ANTHROPOLOGY),UNIVERSITY OF NAIROBI,Nairobi County,1263106,25.613,24.711,24.075,25.325,22.926,22.916,22.449
BACHELOR OF ARTS IN ANTHROPOLOGY,CATHOLIC UNIVERSITY OF EASTERN  AFRICA,Nairobi County,1480106,,27.752,24.021,24.798,22.926,22.916,22.449
BACHELOR OF ARTS IN ANTHROPOLOGY,PWANI UNIVERSITY,Unknown,1117106,,25.462,24.318,24.674,22.926,22.916,22.449
PROGRAMME NAME,INSTITUTION NAME,Unknown,PROG CODE,,,,,,,
BACHELOR OF SCIENCE (MICROPROCESSOR TECHNOLOGY AND INSTRUMENTATION),UNIVERSITY OF NAIROBI,Nairobi County,1263126,37.324,35.675,36.503,29.851,26.775,30.773,15.683
BACHELOR OF SCIENCE (ASTRONOMY AND ASTROPHYSICS),UNIVERSITY OF NAIROBI,Nairobi County,1263127,33.451,32.226,34.395,29.556,29.539,24.019,15.683
BACHELOR OF VETERINARY MEDICINE,UNIVERSITY OF NAIROBI,Nairobi County,1263130,26.956,35.525,37.685,38.312,38.263,39.091,37.747
BACHELOR OF VETERINARY MEDICINE AND SURGERY,EGERTON UNIVERSITY,Nakuru County,1057130,35.975,37.061,39.029,38.151,36.55,38.443,38.317
BACHELOR OF ARTS (PLANNING),UNIVERSITY OF NAIROBI,Nairobi County,1263165,33.392,28.517,30.555,30.574,25.655,24.026,18.392
BACHELOR OF EDUCATION (PHYSICAL EDUCATION AND SPORTS),UNIVERSITY OF NAIROBI,Nairobi County,1263316,25.132,24.035,23.113,25.555,22.636,22.358,21.858
BACHELOR OF BUSINESS AND OFFICE MANAGEMENT,TECHNICAL UNIVERSITY OF MOMBASA,Unknown,1063154,25.322,24.537,23.313,24.228,22.544,21.444,21.375
BACHELOR OF BUSINESS ADMINISTRATION IN OFFICE ADMINISTRATION,"UNIVERSITY OF EASTERN AFRICA, BARATON",Unknown,1181154,,24.776,24.759,22.361,22.544,21.444,21.375
BACHELOR OF SCIENCE IN MARITIME MANAGEMENT (COMMERCIAL),TECHNICAL UNIVERSITY OF MOMBASA,Unknown,1063548,,32.262,,16.791,17.459,17.043,15.864
BACHELOR OF MARITIME STUDIES,PWANI UNIVERSITY,Unknown,1117548,,,,16.791,,17.043,15.864
BACHELOR OF SCIENCE (MEDICAL ENGINEERING),TECHNICAL UNIVERSITY OF MOMBASA,Unknown,1063696,37.32,36.258,37.648,37.949,35.929,36.56,36.249
BACHELOR OF SCIENCE (BIOMEDICAL ENGINEERING),KENYATTA UNIVERSITY,Nairobi County,1111696,40.844,41.26,42.692,41.169,40.771,41.807,42.387
BACHELOR OF SCIENCE (DISASTER RISK MANAGEMENT AND SUSTAINABLE DEVELOPMENT),CO-OPERATIVE UNIVERSITY OF KENYA,Nairobi County,1080549,,24.662,23.637,25.114,22.926,24.652,22.449
BACHELOR OF SCIENCE (DISASTER MANAGEMENT AND SUSTAINABLE DEVELOPMENT),TURKANA UNIVERSITY COLLEGE,Unknown,1570549,,,,,22.926,22.916,22.449
BACHELOR OF SCIENCE IN GLOBAL HEALTH AND TRAVEL MEDICINE,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,Unknown,1082546,,29.652,28.557,28.499,27.183,31.024,25.647
BACHELOR OF SCIENCE IN MIDWIFERY,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,Unknown,1082631,,,,,,,
BACHELOR OF SCIENCE IN EPIDEMIOLOGY AND BIOSTATISTICS,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,Unknown,1082637,,24.613,24.202,24.258,23.657,17.043,24.759
BACHELOR OF SCIENCE IN EPIDEMIOLOGY AND MEDICAL STATISTICS,KIRINYAGA UNIVERSITY,Kirinyaga County,1079637,,,,24.469,17.459,17.043,15.864
BACHELOR OF SCIENCE (RECORDS MANAGEMENT AND INFORMATION TECHNOLOGY),KENYATTA UNIVERSITY,Nairobi County,1111148,30.507,29.957,31.363,26.009,27.974,24.524,25.398
BACHELOR OF SCIENCE (RECORDS MANAGEMENT AND INFORMATION TECHNOLOGY),KENYA HIGHLANDS EVANGELICAL UNIVERSITY,Unknown,1169148,,24.893,24.809,22.361,22.544,21.444,21.375
BACHELOR OF SCIENCE (OCCUPATIONAL HEALTH & SAFETY),KENYATTA UNIVERSITY,Nairobi County,1111196,,26.975,28.618,27.969,29.149,30.929,25.552
BACHELOR OF SCIENCE (OCCUPATIONAL HEALTH & SAFETY),MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,Unknown,1082196,,28.864,31.807,35.963,24.6,30.087,26.923
BACHELOR OF SCIENCE IN OCCUPATIONAL THERAPY,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,Kiambu County,1249196,,,26.098,26.254,31.183,33.161,32.57
BACHELOR OF SCIENCE IN OCCUPATIONAL THERAPY,PRESBYTERIAN UNIVERSITY OF EAST AFRICA,Unknown,1196196,,27.706,31.922,33.29,17.459,17.043,15.864
PROGRAMME NAME,INSTITUTION NAME,Unknown,PROG CODE,,,,,,,
BACHELOR OF SCIENCE (COMMUNITY DEVELOPMENT AND ENVIRONMENT),JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,Kiambu County,1249243,26.076,26.449,26.924,28.334,27.458,28.923,25.35
BACHELOR OF SCIENCE (PUBLIC MANAGEMENT AND DEVELOPMENT),JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,Kiambu County,1249259,24.863,26.581,27.58,28.824,28.394,29.989,22.449
BACHELOR OF SCIENCE IN PUBLIC MANAGEMENT,KCA UNIVERSITY,Nairobi County,1103259,,24.798,24.994,26.294,22.926,22.916,22.449
BACHELOR OF SCIENCE (INDUSTRIAL MATHEMATICS),JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,Kiambu County,1249311,31.735,29.83,29.649,23.524,20.1,19.914,18.831
BACHELOR OF SCIENCE (CORPORATE COMMUNICATION AND MANAGEMENT),JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,Kiambu County,1249452,25.707,27.471,27.964,29.104,27.036,29.881,24.395
BACHELOR OF SCIENCE (APPLIED BIOLOGY),JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,Kiambu County,1249477,27.023,25.676,25.584,25.163,,16.974,15.683
BACHELOR OF SCIENCE (APPLIED BIOLOGY),KENYA METHODIST UNIVERSITY,Unknown,1077477,,,23.906,16.791,17.459,,
BACHELOR OF SCIENCE (APPLIED BIOLOGY),MOUNT KENYA UNIVERSITY,Kiambu County,1279477,,27.411,24.014,16.791,17.459,,
BACHELOR OF SCIENCE (BUSINESS COMPUTING),JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,Kiambu County,1249536,30.082,26.594,29.352,30.469,19.223,22.664,25.731
BACHELOR OF SCIENCE (BUSINESS COMPUTING),ST PAULS UNIVERSITY,Unknown,1107536,,,,,,,
BACHELOR OF ARTS IN INTERNATIONAL RELATIONS,UNITED STATES INTERNATIONAL UNIVERSITY,Unknown,1058296,,,,,,,
BACHELOR OF ARTS IN INTERNATIONAL RELATIONS,RONGO UNIVERSITY,Unknown,1073295,,24.349,26.718,26.703,22.926,27.008,22.449
BACHELOR OF ARTS IN INTERNATIONAL RELATIONS,DAYSTAR UNIVERSITY,Machakos County,1162307,32.355,34.577,36.875,33.27,32.036,27.41,22.449
BACHELOR OF ARTS IN INTERNATIONAL RELATIONS,MOUNT KENYA UNIVERSITY,Kiambu County,1279296,26.053,29.363,30.14,31.587,31.776,30.052,26.341
BACHELOR OF ARTS IN INTERNATIONAL RELATIONS,CATHOLIC UNIVERSITY OF EASTERN  AFRICA,Nairobi County,1480296,25.351,24.756,31.043,29.889,29.521,22.916,22.449
BACHELOR OF ARTS IN INTERNATIONAL RELATIONS AND DIPLOMACY,ZETECH UNIVERSITY,Kiambu County,1425296,,24.613,24.64,26.82,25.572,22.916,22.449
BACHELOR OF ARTS IN INTERNATIONAL RELATIONS,KENYA METHODIST UNIVERSITY,Unknown,1077296,,,24.737,27.273,24.893,22.916,22.449
BACHELOR OF ARTS IN INTERNATIONAL STUDIES,UNIVERSITY OF NAIROBI,Nairobi County,1263296,,,,,32.218,34.361,32.167
BACHELOR OF SCIENCE IN INTERNATIONAL BUSINESS MANAGEMENT,UNITED STATES INTERNATIONAL UNIVERSITY,Unknown,1058647,,,,,,,
BACHELOR OF SCIENCE IN INTERNATIONAL BUSINESS MANAGEMENT,AFRICA NAZARENE UNIVERSITY,Unknown,1078647,,24.476,27.348,27.034,25.372,21.444,21.375
BACHELOR OF SCIENCE IN INTERNATIONAL BUSINESS MANAGEMENT,KCA UNIVERSITY,Nairobi County,1103647,,24.678,23.694,22.361,22.544,21.444,21.375
BACHELOR OF SCIENCE IN APPLIED COMPUTER TECHNOLOGY,UNITED STATES INTERNATIONAL UNIVERSITY,Unknown,1058648,,,,,,,
BACHELOR OF ARTS IN JOURNALISM,UNITED STATES INTERNATIONAL UNIVERSITY,Unknown,1058649,,,,,,,
BACHELOR OF ARTS IN JOURNALISM AND DIGITAL  MEDIA,KCA UNIVERSITY,Nairobi County,1103649,,27.763,29.916,30.823,29.637,24.51,22.449
BACHELOR OF ARTS IN JOURNALISM AND DIGITAL MEDIA,MURANG'A UNIVERSITY OF TECHNOLOGY,Murang’a County,1246649,,,,28.9,28.786,29.349,24.027
BACHELOR OF SCIENCE IN INFORMATION SYSTEMS AND TECHNOLOGY,UNITED STATES INTERNATIONAL UNIVERSITY,Unknown,1058650,,,,,,,
BACHELOR OF SCIENCE IN ACCOUNTING,UNITED STATES INTERNATIONAL UNIVERSITY,Unknown,1058654,,,,,,,
PROGRAMME NAME,INSTITUTION NAME,Unknown,PROG CODE,,,,,,,
BACHELOR OF BUSINESS ADMINISTRATION IN ACCOUNTING,"UNIVERSITY OF EASTERN AFRICA, BARATON",Unknown,1181654,,25.036,23.546,20.048,20.1,19.914,18.831
"BACHELOR OF SCIENCE (ACCOUNTING & FINANCE, WITH IT)",MASENO UNIVERSITY,Kisumu County,1229654,,28.125,32.555,30.596,28.099,19.914,26.172
BACHELOR OF SCIENCE IN ACCOUNTING,CO-OPERATIVE UNIVERSITY OF KENYA,Nairobi County,1080654,,,26.267,27.422,28.049,28.031,29.648
BACHELOR OF SCIENCE IN HOTEL AND RESTAURANT MANAGEMENT,UNITED STATES INTERNATIONAL UNIVERSITY,Unknown,1058658,,,,,,,
BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,KABARAK UNIVERSITY,Nakuru County,1061206,24.831,24.673,24.209,22.361,22.544,21.444,21.375
BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,KCA UNIVERSITY,Nairobi County,1103206,24.418,24.163,26.763,24.651,22.544,21.444,21.375
BACHELOR OF BUSINESS AND INFORMATION TECHNOLOGY,KIRIRI WOMENS UNIVERSITY OF SCIENCE AND TECHNOLOGY,Unknown,1460206,,24.221,24.554,22.361,22.544,21.444,21.375
BACHELOR OF BUSINESS AND INFORMATION TECHNOLOGY,CO-OPERATIVE UNIVERSITY OF KENYA,Nairobi County,1080206,24.904,27.403,30.152,30.344,22.544,25.941,26.774
BACHELOR OF BUSINESS AND INFORMATION TECHNOLOGY,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,Kiambu County,1249206,30.616,,,,,,
BACHELOR OF BUSINESS AND INFORMATION TECHNOLOGY,ST PAULS UNIVERSITY,Unknown,1107206,,,,22.361,22.544,21.444,21.375
BACHELOR OF BUSINESS MANAGEMENT AND INFORMATION TECHNOLOGY,KABARAK UNIVERSITY,Nakuru County,1061301,24.536,24.716,24.671,25.137,22.544,21.444,21.375
BACHELOR OF THEOLOGY,KABARAK UNIVERSITY,Nakuru County,1061446,,25.721,25.272,25.198,19.956,19.67,20.93
BACHELOR OF THEOLOGY,KENYA METHODIST UNIVERSITY,Unknown,1077446,,27.466,26.602,25.378,19.956,19.67,20.93
BACHELOR OF THEOLOGY IN PASTORAL STUDIES,SCOTT CHRISTIAN UNIVERSITY,Unknown,1090446,,,26.677,20.991,19.956,19.67,20.93
BACHELOR OF DIVINITY,ST PAULS UNIVERSITY,Unknown,1107446,,,23.575,20.991,19.956,19.67,20.93
BACHELOR OF THEOLOGY,AFRICA INTERNATIONAL UNIVERSITY,Unknown,1119446,,,,,,,
BACHELOR OF ARTS IN PASTORAL THEOLOGY,KENYA HIGHLANDS EVANGELICAL UNIVERSITY,Unknown,1169446,,,,20.991,19.956,19.67,20.93
BACHELOR OF ARTS IN THEOLOGY,"UNIVERSITY OF EASTERN AFRICA, BARATON",Unknown,1181446,,26.13,26.179,25.58,19.956,19.67,20.93
BACHELOR OF ARTS IN PASTORAL THEOLOGY,GREAT LAKES UNIVERSITY OF KISUMU,Unknown,1192446,,,,25.198,19.956,19.67,20.93
BACHELOR OF ARTS IN THEOLOGY,PWANI UNIVERSITY,Unknown,1117446,,26.017,25.364,20.991,19.956,19.67,20.93
BACHELOR OF THEOLOGY,PRESBYTERIAN UNIVERSITY OF EAST AFRICA,Unknown,1196446,,,26.889,20.991,19.956,19.67,20.93
BACHELOR OF THEOLOGY,INTERNATIONAL LEADERSHIP UNIVERSITY,Unknown,1225446,,,27.766,20.991,19.956,19.67,20.93
BACHELOR OF MANAGEMENT INFORMATION SYSTEMS,KABARAK UNIVERSITY,Nakuru County,1061612,26.253,25.627,26.817,25.258,22.544,,
BACHELOR OF SCIENCE (INFORMATION SYSTEMS),MASENO UNIVERSITY,Kisumu County,1229612,,25.246,24.33,22.361,22.544,21.444,21.375
BACHELOR OF SCIENCE IN TELECOMMUNICATION,KABARAK UNIVERSITY,Nakuru County,1061707,26.333,24.892,25.127,16.9,16.787,15.982,15.683
BACHELOR OF SCIENCE IN TELECOMMUNICATION AND INFORMATION TECHNOLOGY,MACHAKOS UNIVERSITY,Machakos County,1170707,25.202,24.822,26.229,16.9,16.787,15.982,15.683
BACHELOR OF BROADCAST JOURNALISM,TECHNICAL UNIVERSITY OF MOMBASA,Unknown,1063177,26.841,28.513,29.56,30.694,30.694,30.15,24.24
BACHELOR OF BROADCAST PRODUCTION,UNIVERSITY OF NAIROBI,Nairobi County,1263177,31.966,32.036,33.539,34.164,31.827,,
BACHELOR OF TECHNOLOGY IN INFORMATION TECHNOLOGY,TECHNICAL UNIVERSITY OF MOMBASA,Unknown,1063241,,,,,,,
PROGRAMME NAME,INSTITUTION NAME,Unknown,PROG CODE,,,,,,,
BACHELOR OF SCIENCE IN MOLECULAR BIOLOGY AND FORENSIC TECHNOLOGY,TECHNICAL UNIVERSITY OF MOMBASA,Unknown,1063439,33.895,28.173,28.352,16.791,17.459,,
BACHELOR OF SCIENCE IN ENVIRONMENTAL HEALTH SCIENCES (PUBLIC HEALTH),TECHNICAL UNIVERSITY OF MOMBASA,Unknown,1063530,33.22,29.115,29.684,28.731,17.459,17.043,15.864
BACHELOR OF SCIENCE IN FISHERIES AND OCEANOGGRAPHY,TECHNICAL UNIVERSITY OF MOMBASA,Unknown,1063531,,37.667,30.369,16.791,17.459,17.043,15.864
BACHELOR OF TECHNOLOGY IN MEDICAL ENGINEERING,TECHNICAL UNIVERSITY OF MOMBASA,Unknown,1063534,34.241,34.47,35.964,36.132,32.982,33.935,34.178
BACHELOR OF TECHNOLOGY IN MEDICAL ENGINEERING,KIRINYAGA UNIVERSITY,Kirinyaga County,1079534,,23.761,31.225,29.167,16.787,26.561,26.456
BACHELOR OF TECHNOLOGY IN MARINE ENGINEERING,TECHNICAL UNIVERSITY OF MOMBASA,Unknown,1063537,31.662,35.902,36.329,35.35,31.168,34.214,33.022
BACHELOR OF SCIENCE IN MATHEMATICS AND FINANCE,TECHNICAL UNIVERSITY OF MOMBASA,Unknown,1063584,29.39,27.708,26.9,20.048,20.1,19.914,18.831
BACHELOR OF MANAGEMENT AND LEADERSHIP,MANAGEMENT UNIVERSITY OF AFRICA,Unknown,1066448,,24.675,24.257,22.21,22.926,22.916,22.449
BACHELOR OF LEADERSHIP AND MANAGEMENT,SCOTT CHRISTIAN UNIVERSITY,Unknown,1090448,,23.964,24.676,22.21,22.926,22.916,22.449
BACHELOR OF ARTS IN LEADERSHIP AND MANAGEMENT,ST PAULS UNIVERSITY,Unknown,1107448,,,,25.531,22.926,22.916,22.449
BACHELOR OF ARTS IN LEADERSHIP AND MANAGEMENT,INTERNATIONAL LEADERSHIP UNIVERSITY,Unknown,1225448,,,26.321,22.21,22.926,22.916,22.449
BACHELOR OF ARTS IN LEADERSHIP AND MANAGEMENT,TANGAZA UNIVERSITY COLLEGE,Unknown,1475448,,23.779,24.93,22.21,22.926,22.916,22.449
BACHELOR OF ARTS IN PHILOSOPHY AND LEADERSHIP STUDIES,PWANI UNIVERSITY,Unknown,1117448,,26.161,,24.766,,22.916,22.449
BACHELOR OF ARTS IN PHILOSOPHY,MAASAI MARA UNIVERSITY,Unknown,1165448,,,,,,,22.449
BACHELOR OF BUSINESS LEADERSHIP,PAN AFRICA CHRISTIAN UNIVERSITY,Unknown,1068447,,24.955,25.109,22.361,22.544,21.444,21.375
BACHELOR OF ARTS IN BIBLE AND THEOLOGY,PAN AFRICA CHRISTIAN UNIVERSITY,Unknown,1068454,,26.902,25.051,20.991,,,
BACHELOR OF ARTS IN COMMUNICATION,PAN AFRICA CHRISTIAN UNIVERSITY,Unknown,1068620,,24.667,26.008,27.604,22.926,22.916,22.449
BACHELOR OF ARTS IN COMMUNICATION,ST PAULS UNIVERSITY,Unknown,1107620,,24.712,24.295,25.213,22.926,22.916,22.449
BACHELOR OF ARTS IN COMMUNICATION,DAYSTAR UNIVERSITY,Machakos County,1162620,,,,,,,22.449
BACHELOR OF SCIENCE IN TRAVEL AND TOURISM MANAGEMENT,KENYA METHODIST UNIVERSITY,Unknown,1077684,,25.012,24.481,22.361,23.283,21.444,
BACHELOR OF SCIENCE IN TRAVEL AND TOURISM MANAGEMENT,MOUNT KENYA UNIVERSITY,Kiambu County,1279684,,24.209,24.55,22.361,27.658,24.37,23.6
BACHELOR OF TOURISM AND TRAVEL MANAGEMENT,CO-OPERATIVE UNIVERSITY OF KENYA,Nairobi County,1080684,,24.579,24.866,22.361,26.45,28.086,26.096
BACHELOR OF SCIENCE IN TRAVEL AND TOURISM MANAGEMENT,MASENO UNIVERSITY,Kisumu County,1229684,,,25.084,22.361,26.028,27.475,
BACHELOR OF SCIENCE IN COMPUTER INFORMATION SYSTEMS,KENYA METHODIST UNIVERSITY,Unknown,1077B68,,22.571,22.44,23.057,19.223,,18.814
BACHELOR OF ARTS IN RELIGION,AFRICA NAZARENE UNIVERSITY,Unknown,1078391,,,,,,,
BACHELOR OF ARTS IN RELIGION,MAASAI MARA UNIVERSITY,Unknown,1165391,,,,,,,
PROGRAMME NAME,INSTITUTION NAME,Unknown,PROG CODE,,,,,,,
BACHELOR OF ARTS IN RELIGION,"UNIVERSITY OF EASTERN AFRICA, BARATON",Unknown,1181391,,,,,,,
BACHELOR OF EDUCATION (EARLY CHILDHOOD),AFRICA NAZARENE UNIVERSITY,Unknown,1078880,,,,,,,
BACHELOR OF EDUCATION (EARLY CHILDHOOD),KENYA HIGHLANDS EVANGELICAL UNIVERSITY,Unknown,1169880,,24.795,,,,,
BACHELOR OF EDUCATION IN TECHNOLOGY (MECHANICALTECHNOLOGY),MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,Unknown,1082318,28.637,28.603,30.799,28.401,16.787,27.664,25.753
BACHELOR OF EDUCATION IN TECHNOLOGY (MECHANICAL ENGINEERING),DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY,Nyeri County,1173318,30.17,29.415,31.115,29.058,16.787,29.667,27.517
BACHELOR OF EDUCATION TECHNOLOGY (MECHANICAL ENGINEERING),MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,Meru County,1240318,,,25.487,25.31,16.787,24.377,15.683
BACHELOR OF EDUCATION IN TECHNOLOGY (ELECTRICAL & ELECTRONIC TECHNOLOGY),MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,Unknown,1082319,31.384,30.592,32.86,31.101,16.787,29.271,29.832
BACHELOR OF EDUCATION IN TECHNOLOGY (ELECTRICAL & ELECTRONIC ENGINEERING),DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY,Nyeri County,1173319,32.943,30.375,32.895,31.348,16.787,31.808,25.702
BACHELOR OF EDUCATION TECHNOLOGY (ELECTRICAL & ELECTRONICS ENGINEERING),MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,Meru County,1240319,,,28.994,28.333,16.787,27.595,27.147
BACHELOR OF EDUCATION IN TECHNOLOGY (BUILDING & CIVIL TECHNOLOGY),MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,Unknown,1082320,30.338,30.43,32.548,32.567,16.787,29.236,26.583
BACHELOR OF EDUCATION IN TECHNOLOGY (CIVIL ENGINEERING),DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY,Nyeri County,1173320,31.453,30.793,32.571,32.233,16.787,30.763,27.847
BACHELOR OF EDUCATION TECHNOLOGY (CIVIL ENGINEERING),MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,Meru County,1240320,,,28.604,25.443,16.787,24.909,29.437
BACHELOR OF SCIENCE (SUGAR AND AGRO PROCESSING TECHNOLOGY),MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,Unknown,1082367,,,,,17.459,17.043,15.864
BACHELOR OF SCIENCE (EMERGENCY MANAGEMENT & HUMANITARIAN ASSISTANCE),MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,Unknown,1082368,,24.527,22.996,24.755,22.926,22.916,22.449
BACHELOR OF ARTS (DISASTER MANAGEMENT AND PEACE STUDIES),MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,Unknown,1082369,,25.263,24.988,24.338,22.926,22.916,22.449
BACHELOR OF SCIENCE (MATHEMATICS WITH  IT),MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,Unknown,1082409,27.13,30.557,31.569,27.32,27.387,19.914,18.831
BACHELOR OF SCIENCE (MATHEMATICS WITH  IT),KAIMOSI FRIENDS UNIVERSITY,Unknown,1470309,,24.094,23.986,20.048,20.1,19.914,18.831
BACHELOR OF SCIENCE DATA SCIENCE,MERU UNIVERSITY OF SCIENCE AND TECHNOLOGY,Meru County,1240409,,,23.627,20.048,25.611,19.914,30.696
BACHELOR OF SCIENCE IN DATA SCIENCE AND ANALYTICS,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,Kiambu County,1249409,,,,29.636,35.222,36.902,38.717
BACHELOR OF SCIENCE IN DATA SCIENCE,CO-OPERATIVE UNIVERSITY OF KENYA,Nairobi County,1080409,,,,,28.161,28.948,34.371
BACHELOR OF SCIENCE IN DATA SCIENCE,KCA UNIVERSITY,Nairobi County,1103409,,,,,,,28.508
BACHELOR OF DATA SCIENCE,OPEN UNIVERSITY OF KENYA,Unknown,5145409,,,,,,,18.831
BACHELOR OF EDUCATION TECHNOLOGY (COMPUTER STUDIES),MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,Unknown,1082442,,25.319,24.927,16.9,16.787,15.982,15.683
BACHELOR OF EDUCATION TECHNOLOGY (COMPUTER STUDIES),TURKANA UNIVERSITY COLLEGE,Unknown,1570442,,,,,16.787,,
BACHELOR OF SCIENCE (PARAMEDIC SCIENCE),MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,Unknown,1082463,,28.648,28.323,30.233,32.729,34.755,31.338
BACHELOR OF SCIENCE (PHYSIOTHERAPY),MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,Unknown,1082465,,31.957,35.521,36.073,35.834,35.876,32.168
BACHELOR OF SCIENCE (PHYSIOTHERAPY),JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,Kiambu County,1249465,28.892,34.577,38.179,35.887,38.108,38.116,38.224
PROGRAMME NAME,INSTITUTION NAME,Unknown,PROG CODE,,,,,,,
BACHELOR OF SCIENCE (PHYSIOTHERAPY),GREAT LAKES UNIVERSITY OF KISUMU,Unknown,1192465,,27.985,,35.887,,,15.864
BACHELOR OF SCIENCE (PHYSIOTHERAPY),AMREF INTERNATIONAL UNIVERSITY,Unknown,4275465,,,,,34.57,31.865,26.188
BACHELOR OF SCIENCE (RENEWABLE ENERGY TECHNOLOGY),MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,Unknown,1082627,24.876,25.694,26.316,16.9,16.787,15.982,15.683
BACHELOR OF SCIENCE IN RENEWABLE ENERGY AND TECHNOLOGY,MULTIMEDIA UNIVERSITY OF KENYA,Nairobi County,1164627,24.228,25.01,22.948,24.732,16.787,15.982,15.683
BACHELOR OF SCIENCE IN RENEWABLE ENERGY TECHNOLOGY,TURKANA UNIVERSITY COLLEGE,Unknown,1570627,,24.167,28.557,16.9,16.787,15.982,15.683
BACHELOR OF TECHNOLOGY IN COSMETOLOGY AND BEAUTY SCIENCE,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,Unknown,1082B74,,23.946,22.622,25.782,22.926,25.705,22.449
BACHELOR OF SECRETARIAL MANAGEMENT AND ADMINISTRATION,KISII UNIVERSITY,Kisii County,1087152,,25.05,24.926,22.361,22.544,21.444,21.375
BACHELOR OF ARTS (GEOGRAPHY),GARISSA UNIVERSITY,Garissa County,1096292,,24.035,,,,,
BACHELOR OF ARTS IN GEOGRAPHY,"UNIVERSITY OF EASTERN AFRICA, BARATON",Unknown,1181292,,,,,,,
BACHELOR OF ARTS IN GEOGRAPHY,CATHOLIC UNIVERSITY OF EASTERN  AFRICA,Nairobi County,1480292,,29.643,22.583,23.381,19.921,18.555,18.144
BACHELOR OF SCIENCE (GEOGRAPHY),EGERTON UNIVERSITY,Nakuru County,1057292,29.028,26.402,29.479,28.096,27.038,28.094,22.88
BACHELOR OF ARTS (GEOGRAPHY),RONGO UNIVERSITY,Unknown,1073292,,26.317,22.888,24.111,19.921,24.656,18.144
BACHELOR OF SCIENCE (GEOGRAPHY),PWANI UNIVERSITY,Unknown,1117292,,27.044,25.528,26.575,25.686,26.787,18.144
BACHELOR OF ARTS (GEOGRAPHY),MAASAI MARA UNIVERSITY,Unknown,1165292,,,23.41,,24.184,26.745,
BACHELOR OF SCIENCE (GEOGRAPHY),LAIKIPIA UNIVERSITY,Unknown,1176292,,,24.403,25.081,19.921,24.214,18.144
BACHELOR OF ARTS (GEOGRAPHY),KARATINA UNIVERSITY,Nyeri County,1244292,,29.234,23.773,24.923,19.921,24.685,18.144
BACHELOR OF ARTS (GEOGRAPHY),MOI UNIVERSITY,Uasin Gishu County,1253292,,26.306,27.269,27.029,26.089,27.755,21.96
BACHELOR OF ARTS (GEOGRAPHY),KISII UNIVERSITY,Kisii County,1087292,,26.66,23.445,25.062,19.921,23.911,18.144
BACHELOR OF ARTS IN GEOGRAPHY AND ECONOMICS,CHUKA UNIVERSITY,Tharaka-Nithi County,1105292,,27.163,26.212,26.726,26.816,27.87,22.56
BACHELOR OF ARTS (GEOGRAPHY),BOMET UNIVERSITY COLLEGE,Unknown,1700292,,24.27,23.509,22.136,19.921,22.789,18.144
BACHELOR OF SCIENCE IN COMPUTING AND INFORMATION SYSTEMS,ST PAULS UNIVERSITY,Unknown,1107614,,24.006,23.717,19.481,19.223,18.638,18.814
